,gene,baseMean,fold,lfcSE,stat,pvalue,padj,DEG,HARs.Intron,HARs.Flanking,HARs.FlankingandIntron,HARs.Intron.Simp,HARs.Flanking.Simp,HARs.FlankingandIntron.Simp,hCONDELs.Intron,hCONDELs.Flanking,hCONDELs.FlankingandIntron,hCONDELs.Intron.Simp,hCONDELs.Flanking.Simp,hCONDELs.FlankingandIntron.Simp,HARorhCONDEL,HARandhCONDEL,condition,family,group,genegroup
357,EPHA3,10.2203636,-4.225972272,1.072124547,-3.941680361,8.09E-05,0.004386975,TRUE,HARsv2_1886,HARsv2_1887,"HARsv2_1887,HARsv2_1886",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,SstChodl1,EPH receptor,B,B
358,EPHA3,80.82216541,-4.483955712,0.861822674,-5.202875075,1.96E-07,1.82E-05,TRUE,HARsv2_1886,HARsv2_1887,"HARsv2_1887,HARsv2_1886",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst9,EPH receptor,B,B
359,EPHA3,68.03842527,-3.505961036,0.663375499,-5.28503245,1.26E-07,1.02E-05,TRUE,HARsv2_1886,HARsv2_1887,"HARsv2_1887,HARsv2_1886",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L6ITCar31,EPH receptor,B,B
360,EPHA3,95.16338308,-4.464803231,0.960539216,-4.648225868,3.35E-06,0.000264819,TRUE,HARsv2_1886,HARsv2_1887,"HARsv2_1887,HARsv2_1886",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst5,EPH receptor,B,B
361,EPHA3,77.6825761,-3.953406619,0.867434202,-4.557586744,5.17E-06,0.000437055,TRUE,HARsv2_1886,HARsv2_1887,"HARsv2_1887,HARsv2_1886",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst7,EPH receptor,B,B
362,EPHA4,51.07183137,0.825846158,0.166321076,4.965372851,6.86E-07,4.63E-05,TRUE,NA,"HARsv2_1605,HARsv2_1606","HARsv2_1605,HARsv2_1606",FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Chandelier1,EPH receptor,A,B
363,EPHA4,62.23062375,1.973561601,0.353956154,5.57572338,2.47E-08,2.34E-06,TRUE,NA,"HARsv2_1605,HARsv2_1606","HARsv2_1605,HARsv2_1606",FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L56NP1,EPH receptor,A,B
364,EPHA4,24.66054704,-1.598223998,0.419488502,-3.809935172,0.000139003,0.005114199,TRUE,NA,"HARsv2_1605,HARsv2_1606","HARsv2_1605,HARsv2_1606",FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst5,EPH receptor,B,B
365,EPHA4,27.75732903,2.485726771,0.375024697,6.628168192,3.40E-11,1.32E-08,TRUE,NA,"HARsv2_1605,HARsv2_1606","HARsv2_1605,HARsv2_1606",FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L6b1,EPH receptor,B,B
366,EPHA5,160.39508,-1.146608921,0.28442032,-4.031388904,5.54E-05,0.001541409,TRUE,HARsv2_2076,NA,HARsv2_2076,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L6ITCar31,EPH receptor,B,B
367,EPHA5,63.42547542,-1.236683499,0.315948493,-3.914193373,9.07E-05,0.00817345,TRUE,HARsv2_2076,NA,HARsv2_2076,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Pax62,EPH receptor,B,B
368,EPHA5,47.71453416,-2.744465379,0.683325997,-4.016333916,5.91E-05,0.001950476,TRUE,HARsv2_2076,NA,HARsv2_2076,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst1,EPH receptor,B,B
369,EPHA5,99.07271353,-1.539837336,0.406342784,-3.789503336,0.000150949,0.007097636,TRUE,HARsv2_2076,NA,HARsv2_2076,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sncg3,EPH receptor,B,B
370,EPHA5,276.0958071,0.741736977,0.172564516,4.298316899,1.72E-05,0.001033104,TRUE,HARsv2_2076,NA,HARsv2_2076,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L5ET1,EPH receptor,B,B
371,EPHA6,891.8070806,0.894117143,0.242261137,3.690716372,0.000223623,0.005640959,TRUE,"HARsv2_1890,HARsv2_1891",NA,"HARsv2_1890,HARsv2_1891",TRUE,FALSE,TRUE,"956,123,957",NA,"956,123,957",TRUE,FALSE,TRUE,TRUE,TRUE,Sst8,EPH receptor,B,B
372,EPHA6,116.8355246,-3.370198272,0.493396482,-6.830608637,8.46E-12,2.68E-09,TRUE,"HARsv2_1890,HARsv2_1891",NA,"HARsv2_1890,HARsv2_1891",TRUE,FALSE,TRUE,"956,123,957",NA,"956,123,957",TRUE,FALSE,TRUE,TRUE,TRUE,Pvalb1,EPH receptor,B,B
373,EPHA6,284.9581614,0.663953748,0.185228165,3.584518305,0.000337701,0.008960997,TRUE,"HARsv2_1890,HARsv2_1891",NA,"HARsv2_1890,HARsv2_1891",TRUE,FALSE,TRUE,"956,123,957",NA,"956,123,957",TRUE,FALSE,TRUE,TRUE,TRUE,Pvalb2,EPH receptor,B,B
374,EPHA6,44.48667687,-2.077841684,0.596022491,-3.486179996,0.000489971,0.008034488,TRUE,"HARsv2_1890,HARsv2_1891",NA,"HARsv2_1890,HARsv2_1891",TRUE,FALSE,TRUE,"956,123,957",NA,"956,123,957",TRUE,FALSE,TRUE,TRUE,TRUE,L6ITCar32,EPH receptor,B,B
375,EPHA6,25.92848721,-1.888835594,0.540257502,-3.496176522,0.000471976,0.007687658,TRUE,"HARsv2_1890,HARsv2_1891",NA,"HARsv2_1890,HARsv2_1891",TRUE,FALSE,TRUE,"956,123,957",NA,"956,123,957",TRUE,FALSE,TRUE,TRUE,TRUE,L6ITCar31,EPH receptor,B,B
376,EPHA6,55.2081095,-3.425509196,0.798802281,-4.288306727,1.80E-05,0.000738875,TRUE,"HARsv2_1890,HARsv2_1891",NA,"HARsv2_1890,HARsv2_1891",TRUE,FALSE,TRUE,"956,123,957",NA,"956,123,957",TRUE,FALSE,TRUE,TRUE,TRUE,Sst1,EPH receptor,B,B
377,EPHA6,61.04347334,-2.134265068,0.493348665,-4.326078535,1.52E-05,0.000565236,TRUE,"HARsv2_1890,HARsv2_1891",NA,"HARsv2_1890,HARsv2_1891",TRUE,FALSE,TRUE,"956,123,957",NA,"956,123,957",TRUE,FALSE,TRUE,TRUE,TRUE,L5IT1,EPH receptor,B,B
378,EPHA6,124.8144368,-1.880154319,0.38331714,-4.904957598,9.34E-07,0.000121998,TRUE,"HARsv2_1890,HARsv2_1891",NA,"HARsv2_1890,HARsv2_1891",TRUE,FALSE,TRUE,"956,123,957",NA,"956,123,957",TRUE,FALSE,TRUE,TRUE,TRUE,SstChodl1,EPH receptor,B,B
379,EPHA6,378.6751185,-2.250808227,0.505867913,-4.44939908,8.61E-06,0.000534358,TRUE,"HARsv2_1890,HARsv2_1891",NA,"HARsv2_1890,HARsv2_1891",TRUE,FALSE,TRUE,"956,123,957",NA,"956,123,957",TRUE,FALSE,TRUE,TRUE,TRUE,Sst4,EPH receptor,B,B
380,EPHA6,133.4381994,-3.293642602,0.544649775,-6.047266978,1.47E-09,1.98E-07,TRUE,"HARsv2_1890,HARsv2_1891",NA,"HARsv2_1890,HARsv2_1891",TRUE,FALSE,TRUE,"956,123,957",NA,"956,123,957",TRUE,FALSE,TRUE,TRUE,TRUE,L6IT1,EPH receptor,B,B
381,EPHA6,159.6596306,-3.0044997,0.544589481,-5.516999145,3.45E-08,3.12E-06,TRUE,"HARsv2_1890,HARsv2_1891",NA,"HARsv2_1890,HARsv2_1891",TRUE,FALSE,TRUE,"956,123,957",NA,"956,123,957",TRUE,FALSE,TRUE,TRUE,TRUE,L56NP1,EPH receptor,A,B
382,EPHA6,96.11355527,-4.513903615,0.758732684,-5.949267394,2.69E-09,2.09E-07,TRUE,"HARsv2_1890,HARsv2_1891",NA,"HARsv2_1890,HARsv2_1891",TRUE,FALSE,TRUE,"956,123,957",NA,"956,123,957",TRUE,FALSE,TRUE,TRUE,TRUE,L56NP2,EPH receptor,A,B
383,EPHA6,124.9978736,-2.030738675,0.496668082,-4.088723933,4.34E-05,0.001500314,TRUE,"HARsv2_1890,HARsv2_1891",NA,"HARsv2_1890,HARsv2_1891",TRUE,FALSE,TRUE,"956,123,957",NA,"956,123,957",TRUE,FALSE,TRUE,TRUE,TRUE,L4IT1,EPH receptor,A,B
384,EPHA7,149.0366053,1.208149734,0.185889481,6.499290476,8.07E-11,2.44E-08,TRUE,HARsv2_2495,NA,HARsv2_2495,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip8,EPH receptor,C,B
385,EPHA7,161.5077925,0.690310769,0.157420952,4.385126373,1.16E-05,0.000685609,TRUE,HARsv2_2495,NA,HARsv2_2495,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst4,EPH receptor,B,B
386,EPHA7,99.57067259,1.098394084,0.173645321,6.325503496,2.52E-10,1.16E-07,TRUE,HARsv2_2495,NA,HARsv2_2495,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sncg2,EPH receptor,B,B
387,EPHA7,180.6108495,0.721319827,0.148584137,4.854622057,1.21E-06,7.13E-05,TRUE,HARsv2_2495,NA,HARsv2_2495,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L6b2,EPH receptor,B,B
388,EPHA7,72.89305532,1.483034675,0.370717791,4.000441068,6.32E-05,0.003101258,TRUE,HARsv2_2495,NA,HARsv2_2495,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Pax61,EPH receptor,B,B
389,EPHB1,57.30186015,-1.637395229,0.369254005,-4.434333029,9.24E-06,0.000360825,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,131,967,"967,131",TRUE,TRUE,TRUE,TRUE,FALSE,L56NP1,EPH receptor,A,B
390,EPHB1,124.2734244,-0.889795237,0.192659755,-4.618480063,3.87E-06,0.000184549,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,131,967,"967,131",TRUE,TRUE,TRUE,TRUE,FALSE,L5IT2,EPH receptor,B,B
391,EPHB1,15.06923549,-1.702468709,0.467602257,-3.640847929,0.000271742,0.009160676,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,131,967,"967,131",TRUE,TRUE,TRUE,TRUE,FALSE,L6b3,EPH receptor,B,B
392,EPHB1,49.57954021,-1.742381956,0.469351137,-3.712320731,0.000205368,0.004155129,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,131,967,"967,131",TRUE,TRUE,TRUE,TRUE,FALSE,L6ITCar31,EPH receptor,B,B
393,EPHB1,28.45017875,-1.581049011,0.399454722,-3.958018079,7.56E-05,0.004319957,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,131,967,"967,131",TRUE,TRUE,TRUE,TRUE,FALSE,Sncg3,EPH receptor,B,B
394,EPHB1,79.02866808,-1.364829378,0.227204547,-6.00705134,1.89E-09,3.70E-07,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,131,967,"967,131",TRUE,TRUE,TRUE,TRUE,FALSE,Pvalb4,EPH receptor,B,B
395,EPHB1,108.3182011,-1.199197111,0.299877342,-3.998958724,6.36E-05,0.001788766,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,131,967,"967,131",TRUE,TRUE,TRUE,TRUE,FALSE,L6IT1,EPH receptor,B,B
396,EPHB1,19.59519979,-2.519072455,0.516914364,-4.873287786,1.10E-06,0.000136351,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,131,967,"967,131",TRUE,TRUE,TRUE,TRUE,FALSE,L6b1,EPH receptor,B,B
397,EPHB1,107.8391127,-1.495988712,0.365608098,-4.091782217,4.28E-05,0.001293482,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,131,967,"967,131",TRUE,TRUE,TRUE,TRUE,FALSE,L6b2,EPH receptor,B,B
398,EPHB1,68.61135203,-2.338186487,0.362830161,-6.444300222,1.16E-10,2.06E-08,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,131,967,"967,131",TRUE,TRUE,TRUE,TRUE,FALSE,Pvalb3,EPH receptor,B,B
399,EPHB1,20.76733856,-2.100829903,0.338138919,-6.212919558,5.20E-10,1.24E-07,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,131,967,"967,131",TRUE,TRUE,TRUE,TRUE,FALSE,Sst1,EPH receptor,B,B
400,EPHB1,16.71018771,-2.193391009,0.485113269,-4.521399741,6.14E-06,0.001145031,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,131,967,"967,131",TRUE,TRUE,TRUE,TRUE,FALSE,Sncg1,EPH receptor,B,B
401,EPHB1,42.22121876,-2.380146801,0.464888687,-5.119820864,3.06E-07,2.78E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,131,967,"967,131",TRUE,TRUE,TRUE,TRUE,FALSE,Sst8,EPH receptor,B,B
402,EPHB1,30.85566449,-2.465347914,0.628616305,-3.921864407,8.79E-05,0.002555461,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,131,967,"967,131",TRUE,TRUE,TRUE,TRUE,FALSE,Lamp5Lhx61,EPH receptor,B,B
403,EPHB1,101.5877992,-1.687296476,0.322273032,-5.235611755,1.64E-07,1.29E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,131,967,"967,131",TRUE,TRUE,TRUE,TRUE,FALSE,L6ITCar32,EPH receptor,B,B
404,EPHB2,52.09565251,-0.852205218,0.230307228,-3.700297327,0.000215347,0.006108303,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,589,NA,589,TRUE,FALSE,TRUE,TRUE,FALSE,L6CT2,EPH receptor,B,B
405,EPHB2,24.70672269,-1.107703609,0.298470455,-3.7112672,0.000206224,0.008088905,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,589,NA,589,TRUE,FALSE,TRUE,TRUE,FALSE,L6b1,EPH receptor,B,B
406,EPHB2,32.93991938,-1.677767272,0.376259952,-4.459064168,8.23E-06,0.0007925,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,589,NA,589,TRUE,FALSE,TRUE,TRUE,FALSE,Sncg2,EPH receptor,B,B
407,EPHB2,65.35229909,-1.159237147,0.269418552,-4.302736901,1.69E-05,0.000603375,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,589,NA,589,TRUE,FALSE,TRUE,TRUE,FALSE,L6IT1,EPH receptor,B,B
408,EPHB2,39.56100865,-0.985097534,0.250798373,-3.927846584,8.57E-05,0.001641942,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,589,NA,589,TRUE,FALSE,TRUE,TRUE,FALSE,L56NP2,EPH receptor,A,B
409,EPHB6,6.890314766,-2.665520907,0.701300053,-3.800828041,0.000144213,0.004272251,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip2,EPH receptor,C,B
410,EPHB6,8.726118835,-3.178390979,0.731107467,-4.347364956,1.38E-05,0.000794082,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip1,EPH receptor,C,B
411,EPHB6,6.591350472,-2.661482161,0.735240379,-3.619880298,0.000294739,0.008570599,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip5,EPH receptor,C,B
412,EPHB6,31.59990645,-1.211573821,0.265520587,-4.56301274,5.04E-06,0.000387565,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5ET1,EPH receptor,B,B
413,ESAM,2.045333464,-3.948109777,0.99965656,-3.949466183,7.83E-05,0.002083927,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Chandelier1,IgCAM CXADR-related protein,A,B
414,ESAM,1.520672085,-3.717680773,1.072070208,-3.467758683,0.000524818,0.009875908,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Lamp5Lhx61,IgCAM CXADR-related protein,B,B
415,FAT1,7.36778661,-2.094160888,0.603968005,-3.467337462,0.000525642,0.009611731,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5ET2,FAT cadherin,B,B
416,FAT2,2.352855306,2.389205628,0.501073177,4.768177061,1.86E-06,0.000127459,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sst1,FAT cadherin,B,B
417,FAT2,5.859696435,1.828115479,0.419509228,4.357747952,1.31E-05,0.000624684,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Pvalb4,FAT cadherin,B,B
418,FAT3,285.143186,-1.627079067,0.21303708,-7.637539267,2.21E-14,1.54E-11,TRUE,HARsv2_0414,NA,HARsv2_0414,TRUE,FALSE,TRUE,401,NA,401,TRUE,FALSE,TRUE,TRUE,TRUE,Vip1,FAT cadherin,C,B
419,FAT3,173.2022221,-1.900924926,0.393034432,-4.836535356,1.32E-06,0.000123898,TRUE,HARsv2_0414,NA,HARsv2_0414,TRUE,FALSE,TRUE,401,NA,401,TRUE,FALSE,TRUE,TRUE,TRUE,Vip5,FAT cadherin,C,B
420,FAT3,347.2819945,-0.788679384,0.179269328,-4.399410616,1.09E-05,0.000432987,TRUE,HARsv2_0414,NA,HARsv2_0414,TRUE,FALSE,TRUE,401,NA,401,TRUE,FALSE,TRUE,TRUE,TRUE,L5IT1,FAT cadherin,B,B
421,FAT3,306.7736951,-2.232057938,0.234746198,-9.508388043,1.94E-21,5.53E-18,TRUE,HARsv2_0414,NA,HARsv2_0414,TRUE,FALSE,TRUE,401,NA,401,TRUE,FALSE,TRUE,TRUE,TRUE,Vip3,FAT cadherin,C,B
422,FAT3,290.3808421,-2.244412823,0.469746764,-4.777920779,1.77E-06,9.92E-05,TRUE,HARsv2_0414,NA,HARsv2_0414,TRUE,FALSE,TRUE,401,NA,401,TRUE,FALSE,TRUE,TRUE,TRUE,L6ITCar31,FAT cadherin,B,B
423,FAT3,74.76669639,-1.395159511,0.396656331,-3.5173005,0.00043596,0.009712309,TRUE,HARsv2_0414,NA,HARsv2_0414,TRUE,FALSE,TRUE,401,NA,401,TRUE,FALSE,TRUE,TRUE,TRUE,Vip2,FAT cadherin,C,B
424,FAT3,47.59364045,-3.059072584,0.715088581,-4.277893205,1.89E-05,0.000657812,TRUE,HARsv2_0414,NA,HARsv2_0414,TRUE,FALSE,TRUE,401,NA,401,TRUE,FALSE,TRUE,TRUE,TRUE,Chandelier1,FAT cadherin,A,B
425,FAT3,53.60301351,-1.86108839,0.427484362,-4.353582393,1.34E-05,0.001249413,TRUE,HARsv2_0414,NA,HARsv2_0414,TRUE,FALSE,TRUE,401,NA,401,TRUE,FALSE,TRUE,TRUE,TRUE,Sncg3,FAT cadherin,B,B
426,FAT3,85.90109096,-2.709569052,0.484208342,-5.595874375,2.20E-08,5.81E-06,TRUE,HARsv2_0414,NA,HARsv2_0414,TRUE,FALSE,TRUE,401,NA,401,TRUE,FALSE,TRUE,TRUE,TRUE,Sncg2,FAT cadherin,B,B
427,FAT3,46.70323249,-1.575698498,0.408122886,-3.860843271,0.000112996,0.003475746,TRUE,HARsv2_0414,NA,HARsv2_0414,TRUE,FALSE,TRUE,401,NA,401,TRUE,FALSE,TRUE,TRUE,TRUE,Pvalb4,FAT cadherin,B,B
428,FAT3,44.952383,-3.058114163,0.45712371,-6.689904937,2.23E-11,7.52E-09,TRUE,HARsv2_0414,NA,HARsv2_0414,TRUE,FALSE,TRUE,401,NA,401,TRUE,FALSE,TRUE,TRUE,TRUE,Sst1,FAT cadherin,B,B
429,FAT3,82.59620178,-2.687443277,0.565114481,-4.755573195,1.98E-06,0.000191118,TRUE,HARsv2_0414,NA,HARsv2_0414,TRUE,FALSE,TRUE,401,NA,401,TRUE,FALSE,TRUE,TRUE,TRUE,Vip4,FAT cadherin,C,B
430,FAT4,23.36076952,-3.271340195,0.472191761,-6.927990845,4.27E-12,2.30E-09,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip6,FAT cadherin,C,B
431,FAT4,52.97051788,-1.933109862,0.339105207,-5.700619821,1.19E-08,1.46E-06,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L23IT3,FAT cadherin,A,B
432,FAT4,22.37960311,-2.841719566,0.419471704,-6.774520275,1.25E-11,5.24E-09,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip4,FAT cadherin,C,B
433,FAT4,30.74136591,-2.691329303,0.678225815,-3.968190601,7.24E-05,0.003324067,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Pax61,FAT cadherin,B,B
434,FAT4,28.88673935,-2.596273309,0.686493552,-3.781934007,0.000155615,0.004606484,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L23IT1,FAT cadherin,A,B
435,FAT4,43.73871477,-1.794013778,0.358112185,-5.009641817,5.45E-07,6.17E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip5,FAT cadherin,C,B
436,FAT4,6.071987281,-5.648873849,1.183391552,-4.77346136,1.81E-06,0.000148018,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sst4,FAT cadherin,B,B
437,FAT4,16.51732076,-2.483247841,0.673167685,-3.68889936,0.000225226,0.004610427,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6ITCar32,FAT cadherin,B,B
438,FLRT2,358.4057534,0.830602968,0.212522787,3.908300751,9.29E-05,0.002269391,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6ITCar31,FLRT,B,B
439,FLRT2,375.2031116,0.609687807,0.169053566,3.606477065,0.000310382,0.007044477,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L23IT2,FLRT,A,B
440,FLRT2,462.1360115,0.829573308,0.1712903,4.843083992,1.28E-06,7.02E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6ITCar32,FLRT,B,B
441,FLRT2,29.74296839,-3.517705234,0.945880855,-3.718972864,0.000200035,0.00317428,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L56NP2,FLRT,A,B
442,FLRT2,767.372829,0.696105787,0.171708503,4.053997191,5.03E-05,0.002001326,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L23IT1,FLRT,A,B
443,FLRT3,49.41378276,-1.434036934,0.410454606,-3.493777176,0.000476238,0.007871939,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6ITCar32,FLRT,B,B
444,FLT3,18.89744853,-2.705561183,0.542661741,-4.985723107,6.17E-07,4.80E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Lamp5Lhx61,Other Ig like containing proteins,B,B
445,FLT3,8.139676089,-3.126180864,0.77261663,-4.046225181,5.21E-05,0.001734582,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L4IT1,Other Ig like containing proteins,A,B
446,FLT3,11.05472479,-2.218512657,0.621711728,-3.568394413,0.000359176,0.005925201,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6CT1,Other Ig like containing proteins,B,B
447,FLT3,14.47518127,-2.811542169,0.546588034,-5.143804825,2.69E-07,3.22E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip5,Other Ig like containing proteins,C,B
448,FLT3,11.48876367,-2.250225664,0.630816205,-3.567165277,0.000360864,0.008108308,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L4IT2,Other Ig like containing proteins,A,B
449,FLT3,20.29258183,-3.298514793,0.549268924,-6.005282022,1.91E-09,3.10E-07,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Chandelier1,Other Ig like containing proteins,A,B
450,FLT3,14.89928563,-2.436318464,0.641342775,-3.798777441,0.000145412,0.005690881,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip7,Other Ig like containing proteins,C,B
451,FLT3,20.77030305,-2.612698174,0.499658823,-5.228964357,1.70E-07,1.19E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6IT1,Other Ig like containing proteins,B,B
452,FLT3,26.76362492,-2.615561162,0.428390446,-6.105554371,1.02E-09,1.42E-07,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5IT2,Other Ig like containing proteins,B,B
453,FLT3,14.27648913,-2.888556449,0.651038555,-4.43684391,9.13E-06,0.000380138,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5IT1,Other Ig like containing proteins,B,B
454,FLT3,5.36514144,-2.561650966,0.666357257,-3.844260623,0.000120916,0.003976291,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6CT2,Other Ig like containing proteins,B,B
455,FSTL3,7.912088399,1.711562461,0.47588548,3.596584754,0.000322423,0.005960655,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6ITCar32,Follistatin like,B,B
456,FSTL3,7.667063375,2.254194392,0.551933878,4.084174724,4.42E-05,0.001343858,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5IT2,Follistatin like,B,B
